"sku","part_type","attribute_set","type","visibility","status","name","description","manufacturer","part_number","part_number_short","categories","ti_part_sku","interchanges","bill_of_materials","price","quantity","turbo_model","turbo_type","image","media_gallery","kit_type","gasket_type","seal_type","cool_type","turbo_model_name","finder:1","bearing_type","bore_oe","compressor_housing_diameter","compressor_wheel_diameter","design_features","exduce_oa","exducer_oc","hub_length_d","i_gap_max","i_gap_min","inducer_diameter","inducer_oa","inducer_oc","inside_diameter","inside_diameter_max","inside_diameter_min","journal_od","number_of_blades","oil","oil_inlet","oil_outlet","outlet_flange_holes","outside_diameter_max","outside_diameter_min","outside_dim_max","outside_dim_min","overall_diameter","overall_height","oversize_id","piston_ring_diameter","secondary_diameter","shaft_thread_f","standard_size_id","stem_oe","style_compressor_wheel","tip_height_b","water_ports","width_max","width_min","customerprice","group_price:ERP_PL_0","group_price:ERP_PL_1","group_price:ERP_PL_2","group_price:ERP_PL_3","group_price:ERP_PL_4","group_price:ERP_PL_5","group_price:ERP_PL_E","group_price:ERP_PL_R","group_price:ERP_PL_W","tier_price:ERP_PL_0","tier_price:ERP_PL_1","tier_price:ERP_PL_2","tier_price:ERP_PL_3","tier_price:ERP_PL_4","tier_price:ERP_PL_5","tier_price:ERP_PL_E","tier_price:ERP_PL_R","tier_price:ERP_PL_W","application"
"2458","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409172-0011","4091720011","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45141,""quantity"":1,""ti_part_sku"":[45308]},{""sku"":42145,""quantity"":1,""ti_part_sku"":[42753]},{""sku"":44733,""quantity"":1,""ti_part_sku"":[45060]},{""sku"":42863,""quantity"":1,""ti_part_sku"":[43734]},{""sku"":43875,""quantity"":1,""ti_part_sku"":[44662]}]","","","TA3102","TA31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2459","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","441398-0023","4413980023","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TA4503","TA45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2460","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","700148-0002","7001480002","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TL9216","TL92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2461","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","316700","316700","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S400","S400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2462","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3521398","3521398","Manufacturer/Holset;;Part Type/cartridge","","","","","","4MF742/5.5,4MF742/7.0,4MF742/3.2,4MF742/4.0","4MF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2463","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3545666","3545666","Manufacturer/Holset;;Part Type/cartridge","","","","","","H2A","H2A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2464","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3538605","3538605","Manufacturer/Holset;;Part Type/cartridge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2465","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3500584","3500584","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX40W","HX40W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2466","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49378-08001","4937808001","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO5H","TDO5H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2467","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3557214","3557214","Manufacturer/Holset;;Part Type/cartridge","","","","","","4LGK387/3.60","4LGK","","","","","","","","Iveco,1986,190.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Iveco,1986,190.36"
"2468","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","198103","198103","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S4TS507,S4TW,S4TW-509","S4TS,S4TW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2469","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","436731-0001","4367310001","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":44753,""quantity"":1,""ti_part_sku"":[45070]},{""sku"":42904,""quantity"":1,""ti_part_sku"":[43768]}]","","","GT2049S","GT20","","","","","","","","FORD,2002,MONDEO TD Di|FORD,2002,MONDEO TD Ci|FORD,2004,MONDEO TD Ci|FORD,2004,MONDEO TD Di|FORD,2000,TRANSIT V185|FORD,2000,MONDEO TD Di|FORD,2003,TRANSIT V185|FORD,2002,TRANSIT V185|FORD,2005,MONDEO TD Ci|FORD,2005,MONDEO TD Di|FORD,2000,MONDEO TD Ci","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORD,2002,MONDEO TD Di|FORD,2002,MONDEO TD Ci|FORD,2004,MONDEO TD Ci|FORD,2004,MONDEO TD Di|FORD,2000,TRANSIT V185|FORD,2000,MONDEO TD Di|FORD,2003,TRANSIT V185|FORD,2002,TRANSIT V185|FORD,2005,MONDEO TD Ci|FORD,2005,MONDEO TD Di|FORD,2000,MONDEO TD Ci"
"2470","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027056","4027056","Manufacturer/Holset;;Part Type/cartridge","6560","6560","[{""sku"":42225,""quantity"":1,""ti_part_sku"":[42803]},{""sku"":45032,""quantity"":1,""ti_part_sku"":[45091]},{""sku"":43007,""quantity"":1,""ti_part_sku"":[43811]},{""sku"":45284,""quantity"":1,""ti_part_sku"":[45325]}]","","","H1C","H1C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2471","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","708248-0010","7082480010","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT1238S","GT12","","","","","","","","SMART,2003,ROADSTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SMART,2003,ROADSTER"
"2472","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","769210-0005","7692100005","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT5533R","GT55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2473","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","449073-0003","4490730003","Manufacturer/Garrett;;Part Type/cartridge","","","","","","BTV7502","BTV75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2474","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","410349-0030","4103490030","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TW9216","TW92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2475","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027918","4027918","Manufacturer/Holset;;Part Type/cartridge","","","","","","H1C","H1C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2476","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","166277","166277","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S2EG-080,S2EGL-073","S2EG,S2EGL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2477","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","312974","312974","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S4T","S4T","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2478","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","315872","315872","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S3A","S3A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
